NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE,LATITUDE,TOT,orig_ogc_fid
Colegio Diego Ferre,0x2c05,colegio,,AV GARZON,9,,,JESUS MARIA,LIMA,LIMA,PERU,-77.047172,-12.069404,"-77.0472, -12.0694",15416
Colegio Jose Maria Eguren,0x2c05,colegio,,,,,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.018831,-12.152329,"-77.0188, -12.1523",15442
Colegio Maria Auxiliadora,0x2c05,colegio,,AV MATERIALES,20,AH 1 DE SETIEMBRE,,LIMA,LIMA,LIMA,PERU,-77.068137,-12.041115,"-77.0681, -12.0411",15454
Centro de Salud Palermo,0x3002,hospital,,AV MATERIALES,21,AH 1 DE SETIEMBRE,,LIMA,LIMA,LIMA,PERU,-77.068872,-12.041227,"-77.0689, -12.0412",15455
Colegio Saco Oliveros,0x2c05,colegio,,JR EZEQUIEL OSSIO PE�ARANDA,18,UB BENAVIDES,,LIMA,LIMA,LIMA,PERU,-77.078258,-12.058832,"-77.0783, -12.0588",15463
Colegio Reino de Espa�a,0x2c05,colegio,,AV SAN MARTIN,1,,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.02305,-12.145766,"-77.023, -12.1458",15474
Colegio Jhon Dewey,0x2c05,colegio,,AV LIMA,3,,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.018419,-12.148303,"-77.0184, -12.1483",15476
Colegio Johannes Gutenberg,0x2c05,colegio,,AV RENAN OLIVERA,,,,EL AGUSTINO,LIMA,LIMA,PERU,-76.997027,-12.047523,"-76.997, -12.0475",15482
Colegio Ricardo Palma,0x2c05,colegio,,CA JOSE GALVEZ,2,UB JORGE CHAVEZ 1 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.099532,-12.02032,"-77.0995, -12.0203",15484
Colegio Leon Pinelo,0x2c05,colegio,218-3040,AV FRANCISCO VALLE RIESTRA,5,UB COUNTRY CLUB,MAIMONIDES 610,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.053822,-12.101572,"-77.0538, -12.1016",15500
Colegio Sor Rosa Larrabure,0x2c05,colegio,264-0912 / 264-2740,CA SAMUEL VELARDE,1,UB CAMPO DE POLO,SAMUEL VELARDE 110,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.059493,-12.100602,"-77.0595, -12.1006",15502
Colegio Montealto,0x2c05,colegio,441-2685,CA EUCALIPTOS,4,UB SANTA ROSA,LOS EUCALIPTOS 491,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.047914,-12.097101,"-77.0479, -12.0971",15503
Colegio Ana Maria Javouhey,0x2c05,colegio,,CA CROMO,,UB JORGE CHAVEZ,,CALLAO,CALLAO,CALLAO,PERU,-77.097243,-12.032552,"-77.0972, -12.0326",15518
Colegio Parroquial Santa Cruz,0x2c05,colegio,,CA CALLE 10,,UB JORGE CHAVEZ,,CALLAO,CALLAO,CALLAO,PERU,-77.097368,-12.030733,"-77.0974, -12.0307",15519
Colegio San Luis Gonzaga,0x2c05,colegio,,JR FRANCISCO BOLOGNESI,,AH SAN LUIS,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.971171,-12.13908,"-76.9712, -12.1391",15539
Colegio Andres A Caceres,0x2c05,colegio,,JR PUNO,33,UB PERU VI ZONA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.086065,-12.035737,"-77.0861, -12.0357",15543
Policlinico 2 de Mayo,0x3002,hospital,,AV ALFONSO UGARTE,,,,LIMA,LIMA,LIMA,PERU,-77.042479,-12.047134,"-77.0425, -12.0471",15548
Colegio Martin Esquincha Bemedo,0x2c05,colegio,,AV LOMAS,14,UB MANGOMARCA VIPOL,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.982675,-12.011284,"-76.9827, -12.0113",15568
Colegio el Buen Pastor,0x2c05,colegio,,AV ARICA,12,UB CHACRA COLORADA,,BRENA,LIMA,LIMA,PERU,-77.053349,-12.05661,"-77.0533, -12.0566",15589
Colegio Santisimo Se�or de Luren,0x2c05,colegio,,JR CASTROVIRREYNA,4,,,BRENA,LIMA,LIMA,PERU,-77.052689,-12.066084,"-77.0527, -12.0661",15590
Colegio Augusto Salazar Bondi,0x2c05,colegio,,AV PERU,19,UB PERU I ZONA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.066985,-12.032068,"-77.067, -12.0321",15596
Hospital de la Solidaridad,0x3002,hospital,,AV PERU,38,UB PERU IV ZONA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.090177,-12.030565,"-77.0902, -12.0306",15599
Colegio Alfredo Begaza Acosta,0x2c05,colegio,,AV PERU,25,UB PERU II ZONA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.073129,-12.031695,"-77.0731, -12.0317",15605
Essalud,0x3002,hospital,,AV PERU,38,UB PERU IV ZONA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.091117,-12.030486,"-77.0911, -12.0305",15608
Colegio la Merced,0x2c05,colegio,,AV NICOLAS DUE�AS,2,UB SAN FERNANDO,,LIMA,LIMA,LIMA,PERU,-77.066172,-12.037428,"-77.0662, -12.0374",15630
Colegio Chavin 1019,0x2b01,colegio,,JR CHAVIN,2,UB CHACRA COLORADA,,BRENA,LIMA,LIMA,PERU,-77.044448,-12.053537,"-77.0444, -12.0535",15637
Colegio 3034,0x2c05,colegio,,AV ZARUMILLA,6,,AV ZARUMILLA 661,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.050873,-12.034754,"-77.0509, -12.0348",15653
Colegio los Santos Apostoles,0x2c05,colegio,,AV VENEZUELA,13,UB CHACRA COLORADA,,BRENA,LIMA,LIMA,PERU,-77.052997,-12.055466,"-77.053, -12.0555",15654
Colegio Jose Faustino Sanchez Carrion,0x2c05,colegio,,JR ECUADOR,7,,,LIMA,LIMA,LIMA,PERU,-77.056148,-12.043475,"-77.0561, -12.0435",15661
Colegio Peru - Holanda,0x2c05,colegio,,JR TUPAC AMARU,,,,COMAS,LIMA,LIMA,PERU,-77.035166,-11.916072,"-77.0352, -11.9161",15663
Colegio birf Andres Avelino Caceres,0x2c05,colegio,,JR SANCHEZ CERRO,,UB COLLIQUE 2 ZONA,,COMAS,LIMA,LIMA,PERU,-77.034352,-11.916363,"-77.0344, -11.9164",15664
Colegio Presentacion de Maria,0x2c05,colegio,,AV PROLONGACION HONDURAS,2,UB HUAQUILLAY,,COMAS,LIMA,LIMA,PERU,-77.052752,-11.95198,"-77.0528, -11.952",15667
Complejo Educativo Alberto Fujimori,0x2c05,colegio,,AV CONFRATERNIDAD,11,AH LOS OLIVOS DE PRO,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.081763,-11.94943,"-77.0818, -11.9494",15668
Clinica Arroyo,0x3002,hospital,,AV PABLO CARRIQUIRY,7,UB EL PALOMAR,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.018594,-12.099749,"-77.0186, -12.0997",15686
Colegio San Juan de Barranco,0x2c05,colegio,,CA MEDRANO SILVA,3,UB LA VI�ITA,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.020676,-12.135138,"-77.0207, -12.1351",15708
Colegio Pedro de Osma,0x2c05,colegio,,AV EL SOL OESTE,1,UB CONFRATERNIDAD,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.023111,-12.139343,"-77.0231, -12.1393",15711
Colegio Ni�o Jesus de Praga,0x2c05,colegio,,AV GUARDIA PERUANA,10,UB LA CAMPI�A,,CHORRILLOS,LIMA,LIMA,PERU,-77.001209,-12.181162,"-77.0012, -12.1812",15718
Colegio los Ingenieros,0x2c05,colegio,,AV GAVIOTAS,6,UB LA CAMPI�A,,CHORRILLOS,LIMA,LIMA,PERU,-77.003456,-12.174964,"-77.0035, -12.175",15721
Colegio Belen,0x2c05,colegio,,CA CARLOS JIMENEZ,1,UB LA CAMPI�A,,CHORRILLOS,LIMA,LIMA,PERU,-76.999264,-12.174403,"-76.9993, -12.1744",15723
Centro Diesel del Peru,0x3002,hospital,,AV LOS FAISANES,,,,CHORRILLOS,LIMA,LIMA,PERU,-76.993812,-12.170666,"-76.9938, -12.1707",15725
Laboratorio Clinico Roe,0x3002,hospital,,AV BENAVIDES,44,UB VISTA ALEGRE,,SURCO,LIMA,LIMA,PERU,-76.990622,-12.128196,"-76.9906, -12.1282",15749
Colegio Magister,0x2c05,colegio,,AV EL CARMEN,4,UB EL DERBY,,SURCO,LIMA,LIMA,PERU,-76.97817,-12.103351,"-76.9782, -12.1034",15755
Colegio Trilce de Salamanca,0x2c05,colegio,,CA TUNAS,2,UB RECAUDADORES,,ATE,LIMA,LIMA,PERU,-76.984959,-12.080005,"-76.985, -12.08",15759
Colegio Maria de las Mercedes,0x2c05,colegio,,CA ALGARROBOS,1,UB SALAMANCA DE MONTERRICO,,ATE,LIMA,LIMA,PERU,-76.987238,-12.077871,"-76.9872, -12.0779",15761
Centro de Salud de Salamanca,0x3002,hospital,,AV CIRCUNVALACION,23,UB SALAMANCA DE MONTERRICO,,ATE,LIMA,LIMA,PERU,-76.989688,-12.076238,"-76.9897, -12.0762",15763
Clinica San Luis Essalud,0x3002,hospital,,AV,,UB JARDINES DE SALAMANCA,,SAN LUIS (LIMA),LIMA,LIMA,PERU,-76.991967,-12.07332,"-76.992, -12.0733",15764
Colegio Uni20,0x2c05,colegio,,JR PATI�O,7,UB LA VI�A,,SAN LUIS (LIMA),LIMA,LIMA,PERU,-76.994557,-12.07407,"-76.9946, -12.0741",15771
Colegio San Felipe,0x2c05,colegio,,JR PIMENTEL,,UB SAN FELIPE 2 ETAPA,,COMAS,LIMA,LIMA,PERU,-77.041537,-11.899382,"-77.0415, -11.8994",15803
Colegio Dulce Nombre de Jesus,0x2c05,colegio,,AV FRANCISCO BOLOGNESI,5,UB LOS FICUS,,SANTA ANITA,LIMA,LIMA,PERU,-76.971183,-12.051387,"-76.9712, -12.0514",15935
Colegio San Eulogio,0x2c05,colegio,,CA CORALES,1,UB SAN EULOGIO,,COMAS,LIMA,LIMA,PERU,-77.061078,-11.963895,"-77.0611, -11.9639",16042
Colegio San Antonio de Mujeres,0x2c05,colegio,,AV SAENZ PENA,13,,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.130571,-12.059428,"-77.1306, -12.0594",16092
Cicex,0x2c05,colegio,,AV PROCERES DE LA INDEPENDENCIA,34,UB CANTO REY 2 ETAPA,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.999161,-11.974469,"-76.9992, -11.9745",16222
Colegio San Vicente Ferrer,0x2c05,colegio,,AV CANTO GRANDE,23,UB SAN FERNANDO,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.015063,-11.993064,"-77.0151, -11.9931",16300
Colegio San Antonio,0x2c05,colegio,,PJE TUMBES,,,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.016937,-12.004613,"-77.0169, -12.0046",16350
Colegio San Agustin de Pachacamac,0x2c05,colegio,,AV VICTOR MALASQUEZ,,AH 24 DE JULIO MANCHAY,,PACHACAMAC,LIMA,LIMA,PERU,-76.869553,-12.153257,"-76.8696, -12.1533",16461
Colegio San Isidro de Manchay,0x2c05,colegio,,AV VICTOR MALASQUEZ,,COOP HUERTOS DE MANCHAY SECTOR B,,PACHACAMAC,LIMA,LIMA,PERU,-76.873688,-12.114079,"-76.8737, -12.1141",16483
Colegio San Norberto,0x2c05,colegio,,AV SANTA CATALINA,4,UB SANTA CATALINA,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.01887,-12.085214,"-77.0189, -12.0852",16610
Colegio Eiger,0x2c05,colegio,,JR MAYTA CAPAC,10,,,JESUS MARIA,LIMA,LIMA,PERU,-77.042748,-12.075561,"-77.0427, -12.0756",16855
Colegio San Genaro,0x2c05,colegio,,JR JOSE RAMON PIZARRO,11,,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.067628,-12.077476,"-77.0676, -12.0775",17122
Solidaridad Clinica Jesus Redentor,0x3002,hospital,,AV JAVIER MARIATEGUI,12,,,JESUS MARIA,LIMA,LIMA,PERU,-77.048424,-12.077378,"-77.0484, -12.0774",17124
Inppares Medical Imagenes,0x3002,hospital,,AV SANTOS CHOCANO,8,UB VILLA LOS ANGELES,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.06792,-11.991571,"-77.0679, -11.9916",17262
IEP Leoncio Prado,0x2c05,Colegio,,AV CARLOS IZAGUIRRE,4,COOP MAGDALENA,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.065954,-11.990526,"-77.066, -11.9905",17276
IEP Cruz Saco,0x2c05,Colegio,,CA LUIS MONTERO,38,UB PANAMERICANA NORTE,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.067457,-11.988316,"-77.0675, -11.9883",17293
Colegio San Vicente Ferrer,0x2c05,colegio,,CA CALLE 5,,UB PRO LIMA 3 ETAPA,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.073877,-11.926735,"-77.0739, -11.9267",17379
Colegio San Andres,0x2c05,colegio,,AV PROLONGACION ALFREDO MENDIOLA,,UB PRO LIMA 3 ETAPA,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.073464,-11.925635,"-77.0735, -11.9256",17386
Colegio San Carlos,0x2c05,colegio,,AV LIMA SUR,8,,,LURIGANCHO,LIMA,LIMA,PERU,-76.698439,-11.939661,"-76.6984, -11.9397",17484
Colegio Mi Dulce Carito,0x2c05,colegio,,AV JAPON,12,UB LOS JAZMINES 4 ETAPA,,CALLAO,CALLAO,CALLAO,PERU,-77.109064,-12.003467,"-77.1091, -12.0035",17506
Colegio San Juan Masias,0x2c05,colegio,,JR TRUJILLO,4,,,RIMAC,LIMA,LIMA,PERU,-77.029156,-12.039122,"-77.0292, -12.0391",17906
Colegio San Juan Masias,0x2c05,colegio,,JR RIO PIURA,5,UB TUPAC AMARU,,SAN LUIS (LIMA),LIMA,LIMA,PERU,-77.002554,-12.077881,"-77.0026, -12.0779",17929
Colegio San Judas Tadeo,0x2c05,colegio,,AV LOS ROBLES,9,COOP ACHIRAMA,,SANTA ANITA,LIMA,LIMA,PERU,-76.977966,-12.050634,"-76.978, -12.0506",17934
Colegio San Cayetano,0x2c05,colegio,,CA SIMON BOLIVAR,1,UB SAN CAYETANO,,EL AGUSTINO,LIMA,LIMA,PERU,-77.007738,-12.056842,"-77.0077, -12.0568",18334
Colegio Waldorf Lima,0x2c05,colegio,,AV JOSE ANTONIO,1,UB EL PARQUE DE MONTERRICO,,LA MOLINA,LIMA,LIMA,PERU,-76.972086,-12.07253,"-76.9721, -12.0725",18530
Clinica Monterrico,0x3002,hospital,,AV MANUEL OLGUIN,10,UB EL DERBY,,SURCO,LIMA,LIMA,PERU,-76.973883,-12.103043,"-76.9739, -12.103",18531
San Pablo Centro Oncologico,0x3002,hospital,,CA TULIPANES,1,UB EL POLO,,SURCO,LIMA,LIMA,PERU,-76.971125,-12.10031,"-76.9711, -12.1003",18538
Colegio San Ignacio,0x2c05,colegio,,AV ALFREDO MENDIOLA,69,ASOC RIO SANTA,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.071214,-11.948413,"-77.0712, -11.9484",18541
Colegio Flora Tristan,0x2c05,colegio,,JR MONTEMAR,1,UB CHACARILLA DEL ESTANQUE,,SURCO,LIMA,LIMA,PERU,-76.987822,-12.118737,"-76.9878, -12.1187",18562
CEP Mater Christi,0x2c05,colegio,,JR BATALLA DE SAN JUAN,4,UB SANTA TERESA,,SURCO,LIMA,LIMA,PERU,-76.9825,-12.124916,"-76.9825, -12.1249",18563
IE 3016 Ricardo Quimper,0x2c05,colegio,,JR TUMBES,1,,,RIMAC,LIMA,LIMA,PERU,-77.029576,-12.036487,"-77.0296, -12.0365",18573
Colegio San Cristobal,0x2c05,colegio,,,,AH HUERTA GUINEA,,RIMAC,LIMA,LIMA,PERU,-77.022817,-12.036877,"-77.0228, -12.0369",18574
Emilio Soyer Cabero IEE,0x2c05,colegio,,AV ESCUELA MILITAR,,,,CHORRILLOS,LIMA,LIMA,PERU,-77.020493,-12.163582,"-77.0205, -12.1636",18582
Luisa de la Torre CE,0x2c05,colegio,,AV ROOSEVELT,10,UB VILLA SANTA ISABEL,,SURCO,LIMA,LIMA,PERU,-77.015403,-12.14713,"-77.0154, -12.1471",18583
Centro Parroquial San Felipe Apostol,0x2c05,colegio,,AV GUILLERMO PRESCOTT,1,UB SAN FELIPE,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.047719,-12.092091,"-77.0477, -12.0921",18590
Colegio John F Kennedy,0x2c05,colegio,(01) 465-0944,JR TUPAC AMARU,10,UB LA PERLA,TUPAC AMARU 1095,LA PERLA,CALLAO,CALLAO,PERU,-77.123563,-12.068577,"-77.1236, -12.0686",18611
Colegio Jose Olaya,0x2c05,colegio,(01) 429-7298,JR ATAHUALPA,7,UB BELLAVISTA LA PERLA,ATAHUALPA CDRA 7,LA PERLA,CALLAO,CALLAO,PERU,-77.126873,-12.069499,"-77.1269, -12.0695",18612
IE Euroamerica,0x2c05,colegio,(01) 719-6489,AV HAYA DE LA TORRE,7,UB ALTAMAR II,VICTOR RAUL HAYA DE LA TORRE 709,LA PERLA,CALLAO,CALLAO,PERU,-77.112062,-12.07385,"-77.1121, -12.0739",18621
IEI Caminito Feliz,0x2c05,colegio,(01) 457-1218,AV PACIFICO,2,UB SANTA LUISA,PACIFICO 309,LA PERLA,CALLAO,CALLAO,PERU,-77.113474,-12.072122,"-77.1135, -12.0721",18624
IEI Nuestra Se�ora de Fatima,0x2c05,colegio,,JR RAMON CASTILLA,9,UB BENJAMIN DOIG LOSSIO I,,LA PERLA,CALLAO,CALLAO,PERU,-77.116221,-12.069697,"-77.1162, -12.0697",18634
IE Santisima Cruz,0x2c05,colegio,,AV PRECURSORES,2,UB LAS LEYENDAS,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.088562,-12.072029,"-77.0886, -12.072",18652
Colegio de Aplicacion UNMSM,0x2c05,colegio,,JR BELISARIO FLORES,7,,,LINCE,LIMA,LIMA,PERU,-77.042098,-12.083025,"-77.0421, -12.083",18654
Colegio Privado Luz Maria,0x2c05,colegio,,JR TOPACIOS,4,UB BALCONCILLO,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.024861,-12.077088,"-77.0249, -12.0771",18660
Colegio Ingenieria,0x2c05,colegio,,AV JOSE GALVEZ,12,UB BELLAVISTA LA PERLA,,LA PERLA,CALLAO,CALLAO,PERU,-77.124683,-12.066467,"-77.1247, -12.0665",18669
Colegio Mariscal Santa Cruz,0x2c05,colegio,(01) 451-2948,AV SAN JOSE,2,UB SAN JOSE,SAN JOSE 289,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.095308,-12.054939,"-77.0953, -12.0549",18674
IEP Laura Vicu�a,0x2c05,colegio,(01) 451-3904,AV OSCAR R BENAVIDES,53,UB SAN JOAQUIN,OSCAR R BENAVIDES 5312,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.088321,-12.05209,"-77.0883, -12.0521",18692
IEI Madre Enriqueta Vincens,0x2c05,colegio,(01) 460-0590,AV JUAN DE ALIAGA,4,UB SAN FELIPE,JUAN DE ALIAGA 475,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.059471,-12.093894,"-77.0595, -12.0939",18712
Colegio Ramon Castilla,0x2c05,colegio,,JR JOSE MARIA CORDOVA,35,UB CONDEVILLA SE�OR 2 ETAPA 2 SECTOR,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.083495,-12.020376,"-77.0835, -12.0204",18739
IE San Columbano,0x2c05,colegio,,AV AMALIA PUGA DE LOZADA,35,UB CONDEVILLA SE�OR 1 ETAPA 1 SECTOR,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.08462,-12.026002,"-77.0846, -12.026",18740
Colegio Trilce,0x2c05,colegio,,AV AREQUIPA,35,,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.031808,-12.100851,"-77.0318, -12.1009",18788
CEP EL Olivar,0x2c05,colegio,,CA ENRIQUE PAILLARDELLE,2,,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.033091,-12.102066,"-77.0331, -12.1021",18789
Clinica Sonreir,0x3002,hospital,,AV 28 DE JULIO,5,UB LEURO,,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.028893,-12.12699,"-77.0289, -12.127",18795
Headway College,0x2c05,colegio,,AV AREQUIPA,40,UB BARBONCITO,,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.030831,-12.106506,"-77.0308, -12.1065",18800
Clinica Famisalud,0x3002,hospital,,AV AREQUIPA,40,UB BARBONCITO,,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.030878,-12.106279,"-77.0309, -12.1063",18801
IE Reina de la Familia,0x2c05,colegio,,AV MARTIN LUTHER KING,2,UB VILLA VICTORIA,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.011415,-12.109146,"-77.0114, -12.1091",18870
IE Mayor PNP Felix Tello Rojas,0x2c05,colegio,,AV CESAR VALLEJO,,UB SAN PEDRO DE GARAGAY,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.085539,-12.014387,"-77.0855, -12.0144",18878
IEI Urpi Wasi,0x2c05,colegio,,CA TALARA,1,UB PROLONGACION BENAVIDES 3 ETAPA,,SURCO,LIMA,LIMA,PERU,-76.986509,-12.143973,"-76.9865, -12.144",18895
Colegio Trilce,0x2c05,colegio,,AV CAMINOS DEL INCA,32,UB PROLONGACION BENAVIDES 3 ETAPA,,SURCO,LIMA,LIMA,PERU,-76.98547,-12.144113,"-76.9855, -12.1441",18896
CEBE Surco,0x2c05,colegio,(01) 282-2606,JR LOMA VERDE,1,UB PROLONGACION BENAVIDES,LOMA VERDE CDRA. 1,SURCO,LIMA,LIMA,PERU,-76.989654,-12.138251,"-76.9897, -12.1383",18898
IEP Ni�o Jesus,0x2c05,colegio,,AV SAN JUAN,14,UB POP CIUDAD DE DIOS ZONA K,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.970748,-12.150905,"-76.9707, -12.1509",18906
Colegio San Jose de Cluny,0x2c05,colegio,,JR CAJAMARCA,2,,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.021011,-12.144478,"-77.021, -12.1445",18916
CEBE la Inmaculada,0x2c05,colegio,(01) 477-0042,CA SANTA ROSA,3,,SANTA ROSA 190,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.019681,-12.144583,"-77.0197, -12.1446",18917
Colegio Enrique Arnaez Naveda,0x2c05,colegio,,AV LIMA,2,,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.018799,-12.14908,"-77.0188, -12.1491",18918
Colegio Pamer,0x2c05,colegio,,JR CARLOS ARRIETA,8,UB SANTA BEATRIZ,JR. CARLOS ARRIETA 895,LIMA,LIMA,LIMA,PERU,-77.032663,-12.072801,"-77.0327, -12.0728",18938
IEP Los Robles,0x2c05,colegio,,JR CARLOS ARRIETA,12,UB SANTA BEATRIZ,JR. CARLOS ARRIETA 1249,LIMA,LIMA,LIMA,PERU,-77.031981,-12.07681,"-77.032, -12.0768",18977
Colegio Nicolas Copernico,0x2c05,colegio,,AV AREQUIPA,12,UB SANTA BEATRIZ,AV. AREQUIPA 1211,LIMA,LIMA,LIMA,PERU,-77.035381,-12.076929,"-77.0354, -12.0769",18985
Colegio Saco Oliveros,0x2c05,colegio,,AV AREQUIPA,12,UB SANTA BEATRIZ,AV. AREQUIPA 1268,LIMA,LIMA,LIMA,PERU,-77.035669,-12.077311,"-77.0357, -12.0773",18989
Medicheck,0x3002,hospital,6372638 / 6372639,JR MANUEL CANDAMO,3,,MANUEL CANDAMO 322,LINCE,LIMA,LIMA,PERU,-77.033375,-12.082341,"-77.0334, -12.0823",19042
Colegio Especial No 8,0x2c05,colegio,,AV SAN JOSE,,,,SAN BARTOLO,LIMA,LIMA,PERU,-76.776532,-12.390073,"-76.7765, -12.3901",19353
Colegio,0x2c05,colegio,,AV MAR PACIFICO SUR,,,,SAN BARTOLO,LIMA,LIMA,PERU,-76.776603,-12.390914,"-76.7766, -12.3909",19354
Colegio,0x2c05,colegio,,AV SAN JOSE,,,,SAN BARTOLO,LIMA,LIMA,PERU,-76.774939,-12.389157,"-76.7749, -12.3892",19355
ESSALUD Urgencias Playas del Sur,0x3002,hospital,,AV SAN BARTOLO,,UB SAN BARTOLO,,SAN BARTOLO,LIMA,LIMA,PERU,-76.778285,-12.388303,"-76.7783, -12.3883",19382
IEP Cristiana Emmanuel,0x2c05,colegio,(01) 430-7786,AV SAN BARTOLO,,UB LAS ORQUIDEAS,,SAN BARTOLO,LIMA,LIMA,PERU,-76.777634,-12.387966,"-76.7776, -12.388",19384
Centro de Salud San Bartolo,0x3002,hospital,,AV DEL GOLF,,UB MIGUEL GRAU,,SAN BARTOLO,LIMA,LIMA,PERU,-76.77717,-12.387245,"-76.7772, -12.3872",19388
Centro Medico Virgen de las NIeves,0x3002,hospital,,AV SAN BARTOLO,,UB LAS ORQUIDEAS,,SAN BARTOLO,LIMA,LIMA,PERU,-76.776658,-12.38712,"-76.7767, -12.3871",19389
IEP Semillas de Esperanza,0x2c05,colegio,,CA CHOROS,1,,,PUNTA NEGRA,LIMA,LIMA,PERU,-76.798379,-12.360872,"-76.7984, -12.3609",19413
Centro de Salud Punta Negra,0x3002,hospital,,AV GUANAY,,,,PUNTA NEGRA,LIMA,LIMA,PERU,-76.795906,-12.363686,"-76.7959, -12.3637",19415
IE San Jose,0x2c05,colegio,,CA EL ATUN,,,,PUNTA NEGRA,LIMA,LIMA,PERU,-76.793877,-12.36688,"-76.7939, -12.3669",19453
IEN No 6027 Ruddy Echegaray,0x2c05,colegio,,CA EL ATUN,,,,PUNTA NEGRA,LIMA,LIMA,PERU,-76.794359,-12.367317,"-76.7944, -12.3673",19454
IEP Monte Sinai,0x2c05,colegio,,CA ARIZONA,,COOP MARA�ON,,ATE,LIMA,LIMA,PERU,-76.931157,-12.038897,"-76.9312, -12.0389",19569
IE Juan Andres Vivanco,0x2c05,colegio,,CA ITALIA,,UB LOS PORTALES DE JAVIER PRADO 2 ETAPA,,ATE,LIMA,LIMA,PERU,-76.928645,-12.040574,"-76.9286, -12.0406",19575
Centro Medico Cuba,0x3002,hospital,,CA APURIMAC,,UB TILDA,,ATE,LIMA,LIMA,PERU,-76.935867,-12.029348,"-76.9359, -12.0293",19589
IE 1226 Sol de Vitarte,0x2c05,colegio,,CA ALFA,,COOP SOL DE VITARTE SECTOR E,,ATE,LIMA,LIMA,PERU,-76.93267,-12.036919,"-76.9327, -12.0369",19612
Clinica Vista Alegre,0x3002,hospital,(01) 274-6068,CA TALARA,2,UB PROLONGACION BENAVIDES 3 ETAPA,TALARA 284,SURCO,LIMA,LIMA,PERU,-76.987906,-12.14535,"-76.9879, -12.1454",19613
SISOL Punta Hermosa,0x3002,hospital,,CARR ANTIGUA PANAMERICANA SUR,,,,PUNTA HERMOSA,LIMA,LIMA,PERU,-76.824979,-12.327203,"-76.825, -12.3272",19759
Centro de Salud Se�or de los Milagros,0x3002,hospital,,AV 15 DE JULIO,,,,ATE,LIMA,LIMA,PERU,-76.822596,-12.026567,"-76.8226, -12.0266",19998
